stage_1_views,stage_2_cart,view_to_cart_rate,stage_3_checkout,cart_to_checkout_rate,stage_4_payment,checkout_to_payment_rate,stage_5_purchase,payment_to_purchase_rate,overall_rate
4291,1338,31.18,954,71.3,770,80.71,709,92.08,16.52
